   9.7316702e+00   7.1145249e+00   5.6318183e+00   1.0000000e+00
   1.0754158e+01   9.2215978e+00   6.4464970e+00   2.0000000e+00
   9.8034217e+00   9.4614201e+00   5.8150572e+00   3.0000000e+00
   7.9870577e+00   9.9970262e+00   6.7520485e+00   4.0000000e+00
   8.8566927e+00   9.4577969e+00   8.4720198e+00   5.0000000e+00
   1.3235734e+01   1.0168752e+01   8.1611240e+00   6.0000000e+00
   1.4882905e+01   3.4463056e+00   6.7555012e+00   7.0000000e+00
   1.3507957e+01   7.4844740e+00   6.7017147e+00   8.0000000e+00
   1.1161445e+01   6.9211254e+00   5.0365377e+00   9.0000000e+00
   1.2268335e+01   4.1386305e+00   5.5893298e+00   1.0000000e+01
   9.9558951e+00   5.6644070e+00   3.9231542e+00   1.1000000e+01
   1.2369839e+01   3.0447961e+00   5.6562977e+00   1.2000000e+01
   1.2067609e+01   1.9768340e+00   4.7409174e+00   1.3000000e+01
   9.1570588e+00   4.5176771e+00   5.2909599e+00   1.4000000e+01
   1.0482541e+01   6.8832283e+00   4.9848386e+00   1.5000000e+01
   1.0783309e+01   6.5171993e+00   4.2980834e+00   1.6000000e+01
   1.1290420e+01   4.4021732e+00   4.4714045e+00   1.7000000e+01
   1.0169562e+01   3.0218778e+00   3.8660823e+00   1.8000000e+01
   8.5821377e+00   3.1159067e+00   2.9278417e+00   1.9000000e+01
   8.8822114e+00   5.2156210e+00   3.7717998e+00   2.0000000e+01
   1.0974219e+01   4.6791121e+00   3.4891538e+00   2.1000000e+01
   1.0757319e+01   6.2694107e+00   2.7742145e+00   2.2000000e+01
   1.1360562e+01   4.7722695e+00   4.7691097e+00   2.3000000e+01
   1.0475998e+01   5.7366992e+00   3.9370745e+00   2.4000000e+01
   1.1478976e+01   4.5033682e+00   3.9274539e+00   2.5000000e+01
   9.2649267e+00   1.1581721e+00   2.9368753e+00   2.6000000e+01
   7.3122181e+00   3.9653453e+00   4.5313768e+00   2.7000000e+01
   8.1017168e+00   3.7472656e+00   3.3110643e+00   2.8000000e+01
   8.8620341e+00   3.1096041e+00   2.6304288e+00   2.9000000e+01
   9.6859533e+00   8.6171455e+00   6.2499816e+00   3.0000000e+01
   5.8694120e+00   1.0501699e+01   5.2337812e+00   3.1000000e+01
   5.1414402e+00   8.9013908e+00   4.8751928e+00   3.2000000e+01
   2.4740013e+00   5.8282985e+00   2.8026911e+00   3.3000000e+01
   3.9731713e+00   7.4162676e+00   3.2395275e+00   3.4000000e+01
   4.0790952e+00   7.0585092e+00   3.5779777e-01   3.5000000e+01
   3.3544917e+00   6.7992057e+00   8.9824345e-01   3.6000000e+01
   3.4802921e+00   6.4034215e+00   4.2658242e-01   3.7000000e+01
   2.4114114e+00   7.5986354e+00   3.6715956e-01   3.8000000e+01
   3.1130566e+00   8.0454994e+00   5.6676420e-01   3.9000000e+01
   6.1001893e+00   7.6180297e+00   1.1560136e+00   4.0000000e+01
   2.4537874e+00   6.9169841e+00   6.5464858e-01   4.1000000e+01
   5.9733069e+00   7.3104763e+00   4.8895658e-01   4.2000000e+01
   7.0333567e+00   7.6724451e+00   2.6653376e+00   4.3000000e+01
   5.5716225e+00   8.7050642e+00  -4.4628210e-01   4.4000000e+01
   2.7130683e+00   7.3489566e+00  -2.9419961e-01   4.5000000e+01
   1.3751449e+00   1.7598916e+00   1.7105302e-01   4.6000000e+01
  -1.2427235e-01   1.0841834e+00   1.1914185e+00   4.7000000e+01
   1.6164845e+00   2.9313070e-01   1.1923292e+00   4.8000000e+01
   4.1516520e+00   7.7873753e-01   2.0699305e+00   4.9000000e+01
  -6.5202868e-01   2.0578722e+00   1.1069803e+00   5.0000000e+01
  -7.3112343e-01   1.3883117e+00   9.1366137e-01   5.1000000e+01
  -6.4361984e-01   1.6889699e+00   1.0931664e+00   5.2000000e+01
   1.3978225e+00   2.5969388e+00   3.9814201e-01   5.3000000e+01
  -1.4131815e+00  -2.2049612e+00   2.1905424e+00   5.4000000e+01
  -2.9091709e+00  -4.4883570e-01   9.4517374e-01   5.5000000e+01
   2.0448676e+00  -1.8214546e-02   1.2785119e+00   5.6000000e+01
  -4.2606045e-02  -1.8978367e-02  -2.6172338e-01   5.7000000e+01
   1.7636112e-01   5.0692932e-01   1.0424079e+00   5.8000000e+01
